Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reset,Chrome 120.0.0.0,,,01-01-2024 22:00:33,01-01-2024 22:04:39,4m - 6.838s,FAILED
,,,,,,,
Test Cases/Profile,Chrome 120.0.0.0,,,01-01-2024 22:00:33,01-01-2024 22:02:20,1m - 47.040s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 22:00:34,01-01-2024 22:00:36,2.404s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,01-01-2024 22:00:36,01-01-2024 22:00:39,3.335s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,01-01-2024 22:00:39,01-01-2024 22:00:40,0.500s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,01-01-2024 22:00:40,01-01-2024 22:00:41,0.790s,PASSED
"setText(findTestObject(""Object Repository/Login/3 password""), password)",Chrome 120.0.0.0,,,01-01-2024 22:00:41,01-01-2024 22:00:42,0.839s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,01-01-2024 22:00:42,01-01-2024 22:00:42,0.391s,PASSED
delay(2),Chrome 120.0.0.0,,,01-01-2024 22:00:42,01-01-2024 22:00:44,2.055s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,01-01-2024 22:00:44,01-01-2024 22:00:46,2.355s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:46,01-01-2024 22:00:47,0.691s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:47,01-01-2024 22:00:48,1.203s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:48,01-01-2024 22:00:49,0.486s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:49,01-01-2024 22:00:50,0.910s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:50,01-01-2024 22:00:51,1.233s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:51,01-01-2024 22:00:51,0.570s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:51,01-01-2024 22:00:52,1.059s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:52,01-01-2024 22:00:54,1.255s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 22:00:54,01-01-2024 22:00:54,0.558s,PASSED
