Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reset,Chrome 120.0.0.0,,,01-01-2024 19:59:58,01-01-2024 20:01:04,1m - 6.056s,FAILED
,,,,,,,
Test Cases/Profile,Chrome 120.0.0.0,,,01-01-2024 19:59:59,01-01-2024 20:01:04,1m - 5.765s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 19:59:59,01-01-2024 20:00:01,2.141s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,01-01-2024 20:00:01,01-01-2024 20:00:05,3.379s,PASSED
"click(findTestObject(""Object Repository/Login/1 email""))",Chrome 120.0.0.0,,,01-01-2024 20:00:05,01-01-2024 20:00:05,0.482s,PASSED
"setText(findTestObject(""Object Repository/Login/2 user id""), email)",Chrome 120.0.0.0,,,01-01-2024 20:00:05,01-01-2024 20:00:06,0.794s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/3 password""), ""tcoL0gTvL8A="")",Chrome 120.0.0.0,,,01-01-2024 20:00:06,01-01-2024 20:00:07,0.600s,PASSED
"click(findTestObject(""Object Repository/Login/4 sign in""))",Chrome 120.0.0.0,,,01-01-2024 20:00:07,01-01-2024 20:00:07,0.395s,PASSED
delay(5),Chrome 120.0.0.0,,,01-01-2024 20:00:07,01-01-2024 20:00:12,5.049s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,01-01-2024 20:00:12,01-01-2024 20:00:13,1.355s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:13,01-01-2024 20:00:14,0.779s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:14,01-01-2024 20:00:15,1.179s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:15,01-01-2024 20:00:16,0.461s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:16,01-01-2024 20:00:17,0.911s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:17,01-01-2024 20:00:18,1.227s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:18,01-01-2024 20:00:19,0.555s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:19,01-01-2024 20:00:19,0.904s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:19,01-01-2024 20:00:21,1.445s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:21,01-01-2024 20:00:21,0.492s,PASSED
"click(findTestObject(""Profile/profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:21,01-01-2024 20:00:23,1.231s,PASSED
"click(findTestObject(""Profile/profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:23,01-01-2024 20:00:24,1.230s,PASSED
"click(findTestObject(""Profile/profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:24,01-01-2024 20:00:24,0.558s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"", OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 20:00:24,01-01-2024 20:00:25,0.910s,PASSED
"click(findTestObject(""Profile/profile edit name 1""))",Chrome 120.0.0.0,,,01-01-2024 20:00:25,01-01-2024 20:00:26,0.647s,PASSED
"clearText(findTestObject(""Profile/profile edit name text""))",Chrome 120.0.0.0,,,01-01-2024 20:00:26,01-01-2024 20:00:27,1.234s,PASSED
"setText(findTestObject(""Profile/profile edit name text""), ""PROFILE 1"")",Chrome 120.0.0.0,,,01-01-2024 20:00:27,01-01-2024 20:00:28,0.873s,PASSED
"click(findTestObject(""Profile/language change""))",Chrome 120.0.0.0,,,01-01-2024 20:00:28,01-01-2024 20:00:29,0.489s,PASSED
"click(findTestObject(""Profile/language indonesia""))",Chrome 120.0.0.0,,,01-01-2024 20:00:29,01-01-2024 20:00:29,0.460s,PASSED
"click(findTestObject(""Profile/profile edit name save""))",Chrome 120.0.0.0,,,01-01-2024 20:00:29,01-01-2024 20:00:30,0.558s,PASSED
"click(findTestObject(""Profile/profile add 2""))",Chrome 120.0.0.0,,,01-01-2024 20:00:30,01-01-2024 20:00:32,1.995s,PASSED
"setText(findTestObject(""Profile/profile input name""), ""PROFILE 2"")",Chrome 120.0.0.0,,,01-01-2024 20:00:32,01-01-2024 20:00:33,1.503s,PASSED
"click(findTestObject(""Profile/profile input name continue""))",Chrome 120.0.0.0,,,01-01-2024 20:00:33,01-01-2024 20:00:33,0.338s,PASSED
"click(findTestObject(""Profile/profile add 3""))",Chrome 120.0.0.0,,,01-01-2024 20:00:33,01-01-2024 20:00:35,1.220s,PASSED
"setText(findTestObject(""Profile/profile input name""), ""PROFILE 3"")",Chrome 120.0.0.0,,,01-01-2024 20:00:35,01-01-2024 20:00:36,1.505s,PASSED
"click(findTestObject(""Profile/profile input name continue""))",Chrome 120.0.0.0,,,01-01-2024 20:00:36,01-01-2024 20:00:37,0.334s,PASSED
"click(findTestObject(""Profile/profile add 4""))",Chrome 120.0.0.0,,,01-01-2024 20:00:37,01-01-2024 20:00:38,1.233s,PASSED
"setText(findTestObject(""Profile/profile input name""), ""PROFILE 4"")",Chrome 120.0.0.0,,,01-01-2024 20:00:38,01-01-2024 20:00:39,1.499s,PASSED
"click(findTestObject(""Profile/profile input name continue""))",Chrome 120.0.0.0,,,01-01-2024 20:00:39,01-01-2024 20:00:40,0.335s,PASSED
"click(findTestObject(""Profile/profile add 5""))",Chrome 120.0.0.0,,,01-01-2024 20:00:40,01-01-2024 20:00:41,1.219s,PASSED
"setText(findTestObject(""Profile/profile input name""), ""PROFILE 5"")",Chrome 120.0.0.0,,,01-01-2024 20:00:41,01-01-2024 20:00:42,1.499s,PASSED
"click(findTestObject(""Profile/profile input name continue""))",Chrome 120.0.0.0,,,01-01-2024 20:00:42,01-01-2024 20:00:43,0.335s,PASSED
"click(findTestObject(""Profile/profile done""))",Chrome 120.0.0.0,,,01-01-2024 20:00:43,01-01-2024 20:00:46,3.380s,PASSED
"navigateToUrl(""https://www.netflix.com/YourAccount"")",Chrome 120.0.0.0,,,01-01-2024 20:00:46,01-01-2024 20:00:48,1.777s,PASSED
"click(findTestObject(""Pin/pin expand button 1""))",Chrome 120.0.0.0,,,01-01-2024 20:00:48,01-01-2024 20:00:48,0.691s,PASSED
"click(findTestObject(""Pin/pin change 1""))",Chrome 120.0.0.0,,,01-01-2024 20:00:48,01-01-2024 20:00:50,1.400s,PASSED
"setEncryptedText(findTestObject(""Pin/pin input password""), ""tcoL0gTvL8A="")",Chrome 120.0.0.0,,,01-01-2024 20:00:50,01-01-2024 20:00:52,1.878s,PASSED
"click(findTestObject(""Pin/pin input password continue""))",Chrome 120.0.0.0,,,01-01-2024 20:00:52,01-01-2024 20:00:52,0.450s,PASSED
"if (verifyElementPresent(findTestObject(""Pin/pin input A""), 5, CONTINUE_ON_FAILURE))",Chrome 120.0.0.0,,,01-01-2024 20:00:52,01-01-2024 20:01:01,9.024s,PASSED
"click(findTestObject(""Pin/pin expand button 2""))",Chrome 120.0.0.0,,,01-01-2024 20:01:01,01-01-2024 20:01:04,3.190s,FAILED
