Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reset,Chrome 120.0.0.0,,,01-01-2024 18:51:01,01-01-2024 18:55:04,4m - 2.623s,FAILED
,,,,,,,
Test Cases/Profile,Chrome 120.0.0.0,,,01-01-2024 18:51:02,01-01-2024 18:52:41,1m - 39.481s,PASSED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 18:51:02,01-01-2024 18:51:04,2.122s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,01-01-2024 18:51:04,01-01-2024 18:51:08,3.214s,PASSED
"click(findTestObject(""Object Repository/1 email""))",Chrome 120.0.0.0,,,01-01-2024 18:51:08,01-01-2024 18:51:08,0.515s,PASSED
"setText(findTestObject(""Object Repository/2 user id""), email)",Chrome 120.0.0.0,,,01-01-2024 18:51:08,01-01-2024 18:51:09,0.777s,PASSED
"setEncryptedText(findTestObject(""Object Repository/3 password""), ""tcoL0gTvL8A="")",Chrome 120.0.0.0,,,01-01-2024 18:51:09,01-01-2024 18:51:09,0.604s,PASSED
"click(findTestObject(""Object Repository/4 sign in""))",Chrome 120.0.0.0,,,01-01-2024 18:51:09,01-01-2024 18:51:10,0.382s,PASSED
delay(5),Chrome 120.0.0.0,,,01-01-2024 18:51:10,01-01-2024 18:51:15,5.040s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,01-01-2024 18:51:15,01-01-2024 18:51:17,1.893s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:17,01-01-2024 18:51:18,0.773s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:18,01-01-2024 18:51:19,1.169s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:19,01-01-2024 18:51:19,0.460s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:19,01-01-2024 18:51:20,1.279s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:20,01-01-2024 18:51:22,1.241s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:22,01-01-2024 18:51:22,0.566s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:22,01-01-2024 18:51:23,1.022s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:23,01-01-2024 18:51:25,1.245s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:25,01-01-2024 18:51:25,0.563s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:51:25,01-01-2024 18:51:26,0.890s,PASSED
