Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reset,Chrome 120.0.0.0,,,01-01-2024 18:42:59,01-01-2024 18:47:41,4m - 42.111s,FAILED
,,,,,,,
Test Cases/Profile,Chrome 120.0.0.0,,,01-01-2024 18:43:00,01-01-2024 18:44:32,1m - 32.827s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 18:43:00,01-01-2024 18:43:02,2.120s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,01-01-2024 18:43:02,01-01-2024 18:43:04,2.101s,PASSED
"click(findTestObject(""Object Repository/1 email""))",Chrome 120.0.0.0,,,01-01-2024 18:43:04,01-01-2024 18:43:07,2.771s,PASSED
"setText(findTestObject(""Object Repository/2 user id""), email)",Chrome 120.0.0.0,,,01-01-2024 18:43:07,01-01-2024 18:43:08,0.756s,PASSED
"setEncryptedText(findTestObject(""Object Repository/3 password""), ""tcoL0gTvL8A="")",Chrome 120.0.0.0,,,01-01-2024 18:43:08,01-01-2024 18:43:09,0.609s,PASSED
"click(findTestObject(""Object Repository/4 sign in""))",Chrome 120.0.0.0,,,01-01-2024 18:43:09,01-01-2024 18:43:09,0.382s,PASSED
delay(5),Chrome 120.0.0.0,,,01-01-2024 18:43:09,01-01-2024 18:43:14,5.042s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,01-01-2024 18:43:14,01-01-2024 18:43:15,1.120s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:15,01-01-2024 18:43:17,1.465s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:17,01-01-2024 18:43:18,1.184s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:18,01-01-2024 18:43:19,1.002s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:19,01-01-2024 18:43:20,1.030s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:20,01-01-2024 18:43:21,1.165s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:21,01-01-2024 18:43:21,0.558s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:21,01-01-2024 18:43:22,0.912s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:22,01-01-2024 18:43:24,1.242s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:43:24,01-01-2024 18:43:24,0.622s,PASSED
