Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Reset,Chrome 120.0.0.0,,,01-01-2024 18:15:48,01-01-2024 18:17:51,2m - 2.952s,FAILED
,,,,,,,
Test Cases/Profile,Chrome 120.0.0.0,,,01-01-2024 18:15:49,01-01-2024 18:17:22,1m - 33.708s,FAILED
"openBrowser("""")",Chrome 120.0.0.0,,,01-01-2024 18:15:49,01-01-2024 18:15:51,2.115s,PASSED
"navigateToUrl(""https://www.netflix.com/id/login"")",Chrome 120.0.0.0,,,01-01-2024 18:15:51,01-01-2024 18:15:55,3.209s,PASSED
"click(findTestObject(""Object Repository/1 email""))",Chrome 120.0.0.0,,,01-01-2024 18:15:55,01-01-2024 18:15:57,2.057s,PASSED
"setText(findTestObject(""Object Repository/2 user id""), email)",Chrome 120.0.0.0,,,01-01-2024 18:15:57,01-01-2024 18:15:57,0.799s,PASSED
"setEncryptedText(findTestObject(""Object Repository/3 password""), ""tcoL0gTvL8A="")",Chrome 120.0.0.0,,,01-01-2024 18:15:57,01-01-2024 18:15:58,0.567s,PASSED
"click(findTestObject(""Object Repository/4 sign in""))",Chrome 120.0.0.0,,,01-01-2024 18:15:58,01-01-2024 18:15:58,0.369s,PASSED
delay(5),Chrome 120.0.0.0,,,01-01-2024 18:15:58,01-01-2024 18:16:03,5.042s,PASSED
"navigateToUrl(""https://www.netflix.com/profiles/manage"")",Chrome 120.0.0.0,,,01-01-2024 18:16:03,01-01-2024 18:16:05,1.099s,PASSED
"click(findTestObject(""profile yang ingin dihapus""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:16:05,01-01-2024 18:16:05,0.690s,PASSED
"click(findTestObject(""profile delete""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:16:05,01-01-2024 18:16:06,1.171s,PASSED
"click(findTestObject(""profile delete confirm""), OPTIONAL)",Chrome 120.0.0.0,,,01-01-2024 18:16:06,01-01-2024 18:16:07,0.572s,PASSED
